,factor 2 score,factor 3 score,country
0,51.26728390728933,44.70363215174309,GB
1,48.47202128829514,42.158296285171176,MY
2,39.72610702694835,34.84285289643032,GB
3,44.781373535544546,35.9137487213669,GB
4,41.669826808583466,40.399504323444624,KE
5,42.45263334979154,35.34507439729122,SE
6,57.26770634299352,39.18115838722415,US
7,46.41664175717479,42.67488558650333,MY
8,38.59287897202056,36.288885380954135,GB
9,36.96997272038659,27.635145156298687,FI
10,34.5017215135231,33.044339633498815,UA
11,41.26218881189701,37.32765015565819,PH
13,51.94805535358507,39.54104276870202,GB
14,55.58471151378071,38.348016687562875,AU
15,45.07349359499092,34.96604162325339,IN
16,41.30827769943723,33.92703842790263,CA
17,46.214941948855255,37.8052200853211,NL
18,47.54551955492302,44.584235053551474,ZA
19,46.49296469073072,39.73550701202882,HK
20,48.278382784106334,45.804171910251746,GB
21,42.9254749318017,43.29478921202749,US
23,44.1971667819274,46.0130710913189,BR
24,43.36781849330644,43.782981835852524,AU
25,47.56216373981883,40.92708372274039,CA
26,34.43156274482398,28.646982802691337,GB
27,46.00938271942557,42.795926641905936,AU
28,40.013620610971614,45.54635539974967,GB
29,47.243656248768815,39.65635429812654,GB
30,6.579580121719235,5.329612897554934,SE
31,42.33808233077609,36.9169268466975,CH
32,42.97623087342622,38.25455406910408,FR
33,43.29770994694396,37.008827404550175,FR
34,51.871794329131276,37.490135606349384,GB
35,45.28868484563546,34.48477504965667,GB
36,39.87330599893493,35.730039042214955,TH
37,45.8288707177373,32.94548604665222,GB
38,40.399473718767325,35.759802645919116,GB
39,43.591730536891774,31.681078385043364,GB
40,37.809411846540556,34.35012098873832,IT
41,45.30298547445607,40.62872901854671,AU
43,39.44724097258545,33.29823016087399,IN
44,45.32400488800206,40.04270193372873,ES
45,36.935568569253306,35.05145625302212,IN
46,44.08293116535309,49.05246465310536,FR
48,44.65120180077169,41.72131523469967,FR
50,58.40739593814428,37.34349310506927,HR
51,51.455008354175995,38.88279956453255,US
52,57.847078328222956,45.25702251283406,GR
53,48.43192073972383,43.18913220293376,IE
54,47.622297404761696,48.13568969729579,IN
55,42.2598512053714,37.9505093413673,GB
56,52.64849906271785,37.995762188488015,BR
57,44.47221812015425,40.71312302764626,GB
58,51.53994261289077,35.607221109788824,IN
59,2.873504656700834,2.184531609400486,GB
60,40.07444520774007,36.43885304365278,OM
61,43.602760026232446,37.31478947815275,GB
62,46.649418145552374,41.918321669352146,KE
63,46.13723620645118,48.92883740980801,AU
64,52.83956600515721,37.94299922934109,ES
65,54.808884647554514,34.60399530926528,FR
66,41.84407611299844,46.63080997322497,GB
67,48.23113844491057,37.004428423854414,GB
68,45.956938270677014,38.46143940208123,PH
69,45.36481612844301,37.4363246714257,HK
70,52.321471237833556,48.53331128629774,PH
71,44.17808877430857,42.75197036347957,US
72,2.7772688177986313,0.646658499559969,HK
73,56.722914599395665,40.744597441739636,DE
74,57.31758579882318,33.14398810293813,GB
75,45.16092384744901,38.070508362913465,GB
76,45.8761919734116,41.45833192646162,AU
77,54.47888431650172,39.09273988659621,IN
78,49.67673488120804,33.34634331363777,GB
79,47.250017699674075,39.29326182306057,PT
80,44.15155868581459,33.067240396773315,GB
81,45.036771619391956,32.88192209045018,GB
82,1.415578702499005,1.3384174769406672,DE
83,49.81532717912079,41.75981850929292,HK
84,62.214103665171244,41.061251120226444,GB
85,56.172502269871515,47.73824357966373,NL
86,58.455456247629904,39.73299670123724,GB
87,49.31375695387068,49.639848107196556,GB
88,45.621484408246005,47.42192757006131,NL
89,39.10419399258417,34.53020463427089,CA
90,47.132518017397544,51.872885946463434,NL
92,40.88190641877465,34.919740528488,GB
94,43.66528567613467,38.99592066054917,SG
95,47.51128297522614,38.61114921620639,GB
96,42.70345044114034,40.71130918698489,NONE
97,44.97732636407515,41.87626952904085,GB
98,56.92901580284457,42.23908791928767,GB
99,10.192373046500485,8.130884836359849,GB
100,37.20054584896374,44.2269737023387,US
101,39.9938053501694,36.00184753563834,GB
102,48.25086189020714,44.41713748140615,RO
103,34.2444290753047,34.34430016436172,IN
104,40.966516458722765,34.25547231699623,US
106,49.40856015703267,37.38544337993766,IN
107,40.442990667254705,37.72117541249441,GB
108,46.52217264548439,42.14958916948361,CA
109,47.266623029276495,48.14719726897048,GB
110,46.06263242091133,41.63429356260946,GB
111,44.64819580786244,45.99302694550322,NO
112,44.65332113225986,38.87159139060595,GB
113,37.880470350765535,35.69262179127647,US
114,40.64038492834106,25.678954303069293,GB
115,48.85377759548948,43.85492009751911,NL
116,43.549526736743836,36.37672451437821,GB
117,45.4348043467303,29.449553749244046,US
118,48.43701002158383,31.06970471744189,BD
119,45.03381373301041,41.66844761398064,BN
120,51.36981489986461,41.489464141656846,GB
122,3.9707979355461793,1.1483253708960939,CA
123,46.3422474659926,32.84825880428952,GB
124,41.66736996929711,29.18253413253473,IN
125,48.1657563991811,43.612326967079326,AU
126,46.06490881274862,47.060277353982336,GB
127,37.94429900406795,40.513254556516834,GB
128,41.44765619063671,38.742132860705524,GB
129,39.86292080188756,35.81431244307794,GB
130,46.28832899349972,36.18004196461734,GB
131,46.12569717854472,46.1488474700713,GB
134,45.09270215655748,37.09911507882449,PH
135,44.22941936215281,33.887005770865734,GB
136,43.95618631120096,40.18651867404031,PH
137,38.191584438054605,35.679319784112515,SE
138,44.08669825532456,39.48169530061961,DE
139,46.8252128206985,39.3942361376723,IN
140,44.934281444604785,41.19638577737872,AU
141,13.368461326160059,8.34751293086712,ZA
142,1.4382901330666418,-0.6126981660312832,NO
143,47.24230779776663,38.44434584079422,US
144,41.6980875829735,37.11940589225251,SE
145,4.538443663654261,4.3976173156209715,NL
146,60.10621016858597,37.3327913887694,GB
147,44.569556499945826,41.50924791431475,FR
148,43.7067010152662,41.00248934500908,NG
149,41.8990905006167,38.0438991075961,AU
150,42.20753900215786,39.94344371334955,GB
151,42.619214589215915,44.651289663702535,US
152,40.02299245581197,39.87722561838931,LT
153,1.4382901330666418,-0.6126981660312832,ET
154,44.16426131322176,40.79304750456442,DE
156,47.025057802701205,42.98192861328509,BE
157,49.9289787716171,43.926976440079336,GB
158,38.4107682288087,31.61969782158316,SE
159,3.858595480049824,1.1299860309083605,CA
160,37.521015475190715,44.863910685795965,GB
161,48.13856128771222,43.517249453740106,GB
162,42.05602402040152,36.47620006596097,AU
163,48.36972942975024,43.70494589513788,GB
164,43.629567968679524,34.79797240250198,US
165,41.964480671974194,34.30072411460867,CA
166,45.13183049437172,48.582335938562615,HK
167,46.85258062952967,40.38208854111642,GB
168,42.54958887811151,27.164449067536033,MY
169,46.521396745129806,39.32321174697883,SG
170,49.2811705414057,40.66778309800019,AU
171,57.66120705130198,40.3535583688164,GB
172,46.000533580576224,44.385135742237146,US
173,54.23216291482621,41.818511329445926,GB
174,46.71280544331059,47.88245221701254,GB
175,15.643995858780743,13.004827708507532,GB
176,47.396794720268765,42.719173501213845,BR
177,5.009570102507105,2.556785154798267,AT
